"caja";"fact_anul";"fact_cred";"codi_clie";"codi_fact";"vcr_num_fac";"vcr_fecha";"vcr_suman";"vcr_iva";"vcr_tipo";"vcr_divisa";"usuario"
"004";FALSO;FALSO;"0004551";"0000125048";"0000218";"2019-02-23";65.00;7.80;E;USD;"005"
"004";FALSO;FALSO;"0004551";"0000129514";"0001735";"2019-04-18";285.18;34.22;E;USD;"011"
"004";FALSO;FALSO;"0004551";"0000129519";"0001737";"2019-04-18";175.41;21.05;E;USD;"011"
"003";FALSO;FALSO;"0004552";"0000128607";"0000500";"2019-04-09";2.68;0.32;E;USD;"010"
"004";FALSO;FALSO;"0004568";"0000125285";"0000293";"2019-02-27";41.81;5.02;E;USD;"009"
"004";FALSO;FALSO;"0004568";"0000125287";"0000295";"2019-02-27";11.57;1.39;E;USD;"009"
"004";FALSO;FALSO;"0004571";"0000129018";"0001573";"2019-04-12";6.25;0.75;E;USD;"009"
"004";FALSO;FALSO;"0004573";"0000124835";"0000138";"2019-02-21";8.84;1.06;E;USD;"005"
"003";FALSO;FALSO;"0004573";"0000125503";"0000145";"2019-03-01";8.64;1.04;E;USD;"010"
"003";FALSO;FALSO;"0004573";"0000127078";"0000357";"2019-03-22";17.81;2.14;E;USD;"010"
"004";FALSO;FALSO;"0004575";"0000126990";"0000845";"2019-03-21";38.62;4.63;E;USD;"009"
"004";FALSO;FALSO;"0004575";"0000126991";"0000846";"2019-03-21";2.04;0.24;E;USD;"009"
"004";FALSO;FALSO;"0004578";"0000124785";"0000118";"2019-02-20";31.88;3.64;E;USD;"010"
"004";FALSO;FALSO;"0004578";"0000126043";"0000535";"2019-03-11";28.80;3.27;E;USD;"005"
"003";FALSO;FALSO;"0004578";"0000126052";"0000194";"2019-03-11";4.55;0.55;E;USD;"009"
"003";FALSO;FALSO;"0004578";"0000127067";"0000354";"2019-03-22";9.72;1.17;E;USD;"010"
"004";FALSO;FALSO;"0004578";"0000128171";"0001242";"2019-04-04";13.72;1.65;E;USD;"005"
"004";FALSO;FALSO;"0004578";"0000130153";"0001987";"2019-04-26";21.37;2.56;E;USD;"009"
"004";FALSO;FALSO;"0004588";"0000125567";"0000364";"2019-03-02";3.39;0.41;E;USD;"006"
"004";FALSO;FALSO;"0004588";"0000126580";"0000701";"2019-03-16";20.42;2.45;E;USD;"010"
"004";FALSO;FALSO;"0004599";"0000129266";"0001650";"2019-04-16";12.86;1.54;E;USD;"011"
"004";FALSO;FALSO;"0004609";"0000128904";"0001515";"2019-04-11";1.61;0.19;E;USD;"009"
"004";FALSO;FALSO;"0004631";"0000125835";"0000456";"2019-03-08";3.84;0.46;E;USD;"011"
"003";FALSO;FALSO;"0004633";"0000126983";"0000341";"2019-03-21";29.31;1.84;O;USD;"010"
"004";FALSO;FALSO;"0004633";"0000127499";"0001008";"2019-03-27";50.22;6.03;O;USD;"010"
"004";FALSO;FALSO;"0004633";"0000127500";"0001009";"2019-03-27";34.87;4.18;E;USD;"010"
"003";FALSO;FALSO;"0004633";"0000130462";"0000618";"2019-04-30";88.82;9.83;O;USD;"010"
"003";FALSO;FALSO;"0004635";"0000124816";"0000049";"2019-02-21";25.61;3.07;E;USD;"010"
"004";FALSO;VERDADERO;"0004636";"0000126866";"0000802";"2019-03-20";145.76;17.49;C;USD;"010"
"003";FALSO;FALSO;"0004637";"0000127005";"0000346";"2019-03-21";1.68;0.20;E;USD;"010"
"004";FALSO;VERDADERO;"0004638";"0000127385";"0000963";"2019-03-26";43.50;4.65;C;USD;"005"
"004";FALSO;VERDADERO;"0004638";"0000127386";"0000964";"2019-03-26";7.14;0.86;C;USD;"009"
"004";FALSO;FALSO;"0004639";"0000127480";"0001000";"2019-03-27";7.38;0.89;E;USD;"010"
"004";FALSO;FALSO;"0004639";"0000130348";"0002063";"2019-04-29";1.75;0.21;E;USD;"011"
"004";FALSO;FALSO;"0004644";"0000124934";"0000182";"2019-02-22";26.84;3.14;E;USD;"009"
"004";FALSO;FALSO;"0004644";"0000124935";"0000183";"2019-02-22";12.64;1.52;E;USD;"009"
"004";FALSO;FALSO;"0004644";"0000124936";"0000184";"2019-02-22";6.12;0.73;E;USD;"009"
"004";FALSO;FALSO;"0004645";"0000126454";"0000662";"2019-03-15";10.63;1.28;E;USD;"005"
"004";FALSO;FALSO;"0004645";"0000130253";"0002026";"2019-04-29";10.63;1.28;E;USD;"005"
"004";FALSO;FALSO;"0004646";"0000130002";"0001930";"2019-04-25";4.20;0.50;E;USD;"011"
"003";FALSO;FALSO;"0004647";"0000125757";"0000168";"2019-03-07";78.16;9.38;E;USD;"010"
"004";FALSO;FALSO;"0004647";"0000128758";"0001464";"2019-04-10";107.97;12.96;O;USD;"009"
"003";FALSO;FALSO;"0004647";"0000128915";"0000517";"2019-04-11";4.07;0.49;O;USD;"010"
"004";FALSO;FALSO;"0004651";"0000127556";"0001029";"2019-03-28";5.52;0.66;E;USD;"005"
"004";FALSO;FALSO;"0004659";"0000130094";"0001964";"2019-04-26";27.27;3.27;E;USD;"011"
"004";FALSO;FALSO;"0004671";"0000127851";"0001127";"2019-04-01";26.02;3.12;E;USD;"005"
"004";FALSO;FALSO;"0004671";"0000129239";"0001641";"2019-04-16";12.50;1.50;E;USD;"011"
"004";FALSO;FALSO;"0004679";"0000126592";"0000706";"2019-03-16";24.11;2.89;E;USD;"010"
"004";FALSO;FALSO;"0004679";"0000127111";"0000891";"2019-03-22";16.95;2.03;E;USD;"005"
"004";FALSO;FALSO;"0004679";"0000127808";"0001113";"2019-03-30";12.55;1.51;E;USD;"005"
"004";FALSO;FALSO;"0004687";"0000124871";"0000150";"2019-02-21";47.54;5.70;E;USD;"009"
"004";FALSO;FALSO;"0004692";"0000126971";"0000837";"2019-03-21";5.13;0.62;E;USD;"009"
"004";FALSO;FALSO;"0004693";"0000125742";"0000418";"2019-03-07";36.70;4.40;E;USD;"005"
"004";FALSO;FALSO;"0004696";"0000126578";"0000700";"2019-03-16";60.52;3.39;E;USD;"010"
"003";VERDADERO;FALSO;"0004696";"0000127861";"0000433";"2019-04-01";64.91;7.79;E;USD;"010"
"003";FALSO;FALSO;"0004696";"0000127863";"0000434";"2019-04-01";37.77;4.53;E;USD;"010"
"004";FALSO;FALSO;"0004696";"0000128035";"0001192";"2019-04-03";47.86;5.74;E;USD;"005"
"004";FALSO;FALSO;"0004696";"0000129965";"0001912";"2019-04-25";33.85;4.06;E;USD;"011"
"004";FALSO;FALSO;"0004700";"0000124557";"0000017";"2019-02-18";5.45;0.65;E;USD;"009"
"003";FALSO;FALSO;"0004700";"0000124562";"0000004";"2019-02-18";2.67;0.32;E;USD;"010"
"003";FALSO;FALSO;"0004700";"0000127305";"0000383";"2019-03-26";16.92;2.03;E;USD;"010"
"004";FALSO;FALSO;"0004708";"0000125284";"0000292";"2019-02-27";147.53;17.70;E;USD;"009"
"004";FALSO;FALSO;"0004708";"0000129855";"0001874";"2019-04-24";9.15;1.10;E;USD;"011"
"004";FALSO;FALSO;"0004708";"0000130386";"0002079";"2019-04-30";70.63;8.48;E;USD;"005"
"004";FALSO;FALSO;"0004710";"0000128667";"0001419";"2019-04-09";18.81;2.26;E;USD;"009"
"003";FALSO;FALSO;"0004711";"0000125072";"0000085";"2019-02-25";17.68;2.12;E;USD;"010"
"003";FALSO;FALSO;"0004711";"0000126550";"0000283";"2019-03-16";4.02;0.48;E;USD;"010"
"003";FALSO;FALSO;"0004711";"0000126552";"0000284";"2019-03-16";2.37;0.28;E;USD;"010"
"004";FALSO;FALSO;"0004715";"0000126873";"0000803";"2019-03-20";62.09;7.26;E;USD;"005"
"004";FALSO;FALSO;"0004715";"0000126874";"0000804";"2019-03-20";90.09;10.81;E;USD;"010"
"004";FALSO;FALSO;"0004718";"0000129737";"0001822";"2019-04-23";18.09;2.17;E;USD;"009"
"003";FALSO;FALSO;"0004724";"0000126530";"0000282";"2019-03-15";5.58;0.67;E;USD;"010"
"004";FALSO;FALSO;"0004726";"0000124680";"0000079";"2019-02-19";6.07;0.73;E;USD;"005"
"004";FALSO;FALSO;"0004726";"0000124764";"0000108";"2019-02-20";19.56;2.35;E;USD;"010"
"004";FALSO;FALSO;"0004726";"0000124861";"0000146";"2019-02-21";40.61;4.87;E;USD;"009"
"004";FALSO;FALSO;"0004726";"0000125104";"0000237";"2019-02-25";5.36;0.64;E;USD;"005"
"004";FALSO;FALSO;"0004726";"0000125377";"0000306";"2019-02-28";11.12;1.33;E;USD;"009"
"004";FALSO;FALSO;"0004726";"0000125559";"0000360";"2019-03-02";11.98;1.44;E;USD;"006"
"004";FALSO;FALSO;"0004726";"0000125729";"0000414";"2019-03-07";11.21;1.35;E;USD;"005"
"003";FALSO;FALSO;"0004726";"0000126028";"0000189";"2019-03-11";32.91;3.95;E;USD;"010"
"003";FALSO;FALSO;"0004726";"0000126029";"0000190";"2019-03-11";8.75;1.05;E;USD;"010"
"003";FALSO;FALSO;"0004726";"0000126062";"0000197";"2019-03-11";5.36;0.64;E;USD;"009"
"003";FALSO;FALSO;"0004726";"0000126282";"0000237";"2019-03-13";6.79;0.81;E;USD;"009"
"003";FALSO;FALSO;"0004726";"0000126285";"0000239";"2019-03-13";2.28;0.27;E;USD;"009"
"004";FALSO;FALSO;"0004726";"0000127252";"0000934";"2019-03-25";6.42;0.77;E;USD;"005"
"004";FALSO;FALSO;"0004726";"0000127369";"0000958";"2019-03-26";24.83;2.98;E;USD;"005"
"004";FALSO;FALSO;"0004726";"0000128347";"0001297";"2019-04-05";7.29;0.87;E;USD;"009"
"004";FALSO;FALSO;"0004726";"0000128522";"0001363";"2019-04-08";22.06;2.65;E;USD;"005"
"003";FALSO;FALSO;"0004729";"0000124599";"0000014";"2019-02-18";6.11;0.73;E;USD;"010"
"004";FALSO;FALSO;"0004729";"0000126270";"0000595";"2019-03-13";13.53;1.62;E;USD;"009"
"004";FALSO;FALSO;"0004729";"0000127537";"0001025";"2019-03-28";10.19;1.22;E;USD;"005"
"004";FALSO;FALSO;"0004729";"0000128980";"0001555";"2019-04-12";19.29;2.31;E;USD;"005"
"004";FALSO;FALSO;"0004733";"0000127630";"0001051";"2019-03-28";11.52;1.38;E;USD;"010"
"004";FALSO;FALSO;"0004733";"0000127711";"0001080";"2019-03-29";3.57;0.43;E;USD;"005"
"004";FALSO;FALSO;"0004736";"0000127995";"0001174";"2019-04-02";14.69;1.76;E;USD;"009"
"004";FALSO;FALSO;"0004738";"0000126445";"0000657";"2019-03-15";25.34;2.96;E;USD;"005"
"004";FALSO;FALSO;"0004738";"0000126447";"0000658";"2019-03-15";17.72;2.13;E;USD;"005"
"004";FALSO;FALSO;"0004742";"0000130172";"0001993";"2019-04-27";8.83;0.98;E;USD;"005"
"004";FALSO;FALSO;"0004742";"0000130174";"0001994";"2019-04-27";7.44;0.89;E;USD;"005"
"004";FALSO;FALSO;"0004743";"0000124900";"0000164";"2019-02-21";9.96;1.20;E;USD;"009"
"004";FALSO;FALSO;"0004743";"0000128679";"0001425";"2019-04-09";22.59;2.71;E;USD;"009"
"004";FALSO;FALSO;"0004756";"0000124891";"0000161";"2019-02-21";2.19;0.26;E;USD;"009"
"003";FALSO;FALSO;"0004756";"0000126209";"0000228";"2019-03-12";2.37;0.28;E;USD;"005"
"004";FALSO;FALSO;"0004756";"0000129217";"0001633";"2019-04-15";1.23;0.15;E;USD;"005"
"004";FALSO;FALSO;"0004760";"0000124951";"0000189";"2019-02-22";4.33;0.52;E;USD;"009"
"004";FALSO;FALSO;"0004764";"0000124716";"0000093";"2019-02-20";15.39;1.85;E;USD;"005"
"003";FALSO;FALSO;"0004767";"0000125371";"0000126";"2019-02-28";10.35;1.24;E;USD;"010"
"004";FALSO;FALSO;"0004768";"0000125026";"0000211";"2019-02-23";3.86;0.46;E;USD;"005"
"004";FALSO;FALSO;"0004768";"0000125527";"0000351";"2019-03-02";19.38;2.33;E;USD;"006"
"003";FALSO;FALSO;"0004771";"0000128495";"0000495";"2019-04-08";14.15;1.70;E;USD;"010"
"004";FALSO;FALSO;"0004772";"0000125519";"0000350";"2019-03-01";46.04;5.52;E;USD;"009"
"003";FALSO;FALSO;"0004779";"0000127401";"0000398";"2019-03-26";23.97;2.88;E;USD;"010"
"004";FALSO;FALSO;"0004780";"0000124581";"0000033";"2019-02-18";21.47;2.58;E;USD;"009"
"004";FALSO;FALSO;"0004780";"0000127689";"0001069";"2019-03-29";5.45;0.65;E;USD;"005"
"004";FALSO;FALSO;"0004785";"0000127527";"0001022";"2019-03-27";5.36;0.64;E;USD;"010"
"004";FALSO;FALSO;"0004785";"0000128003";"0001177";"2019-04-02";15.89;1.91;E;USD;"009"
"004";FALSO;FALSO;"0004785";"0000128551";"0001377";"2019-04-08";15.89;1.91;E;USD;"005"
"004";FALSO;FALSO;"0004785";"0000129115";"0001605";"2019-04-13";22.18;2.66;E;USD;"005"
"004";FALSO;FALSO;"0004785";"0000130470";"0002114";"2019-04-30";26.68;3.20;E;USD;"009"
"004";FALSO;FALSO;"0004796";"0000127172";"0000908";"2019-03-23";14.36;1.72;E;USD;"005"
"004";FALSO;FALSO;"0004797";"0000125753";"0000422";"2019-03-07";67.22;8.07;E;USD;"009"
"004";FALSO;FALSO;"0004797";"0000129764";"0001833";"2019-04-23";26.05;3.13;E;USD;"009"
"004";FALSO;FALSO;"0004797";"0000129765";"0001834";"2019-04-23";9.33;1.12;E;USD;"005"
"004";FALSO;FALSO;"0004797";"0000129869";"0001878";"2019-04-24";2.57;0.31;E;USD;"009"
"004";FALSO;FALSO;"0004797";"0000129995";"0001924";"2019-04-25";27.89;3.35;E;USD;"011"
"004";FALSO;FALSO;"0004797";"0000129996";"0001925";"2019-04-25";20.43;2.45;E;USD;"009"
"004";FALSO;FALSO;"0004797";"0000129998";"0001927";"2019-04-25";5.38;0.65;E;USD;"011"
"004";VERDADERO;FALSO;"0004797";"0000130006";"0001933";"2019-04-25";18.97;2.28;E;USD;"011"
"003";FALSO;FALSO;"0004797";"0000130010";"0000593";"2019-04-25";11.26;1.35;E;USD;"009"
"003";FALSO;FALSO;"0004805";"0000125364";"0000123";"2019-02-28";6.97;0.84;E;USD;"010"
"004";FALSO;FALSO;"0004805";"0000126907";"0000814";"2019-03-20";14.48;1.74;E;USD;"010"
"004";FALSO;FALSO;"0004805";"0000130259";"0002030";"2019-04-29";3.22;0.39;E;USD;"005"
"004";FALSO;FALSO;"0004809";"0000127854";"0001128";"2019-04-01";34.02;4.08;E;USD;"005"
"004";FALSO;FALSO;"0004810";"0000129286";"0001659";"2019-04-16";57.28;6.87;E;USD;"009"
"003";FALSO;FALSO;"0004816";"0000126401";"0000259";"2019-03-14";24.55;2.95;E;USD;"009"
"004";FALSO;FALSO;"0004827";"0000125721";"0000409";"2019-03-07";7.99;0.96;E;USD;"005"
"004";FALSO;FALSO;"0004833";"0000126326";"0000616";"2019-03-13";19.66;2.36;E;USD;"009"
"004";FALSO;FALSO;"0004834";"0000127200";"0000914";"2019-03-25";12.90;1.55;E;USD;"010"
"003";FALSO;FALSO;"0004840";"0000125916";"0000180";"2019-03-09";20.45;2.45;E;USD;"010"
"003";FALSO;FALSO;"0004840";"0000125918";"0000181";"2019-03-09";17.14;2.06;E;USD;"010"
"004";FALSO;FALSO;"0004840";"0000125919";"0000489";"2019-03-09";11.61;1.39;E;USD;"005"
"004";FALSO;FALSO;"0004845";"0000124822";"0000130";"2019-02-21";13.97;1.68;E;USD;"005"
"004";FALSO;FALSO;"0004845";"0000124823";"0000131";"2019-02-21";12.82;1.54;E;USD;"009"
"004";FALSO;FALSO;"0004845";"0000124824";"0000132";"2019-02-21";8.01;0.96;E;USD;"009"
"003";FALSO;FALSO;"0004845";"0000126250";"0000232";"2019-03-13";22.33;2.68;E;USD;"010"
"003";FALSO;FALSO;"0004845";"0000126251";"0000233";"2019-03-13";10.49;1.26;E;USD;"009"
"004";FALSO;FALSO;"0004845";"0000127559";"0001031";"2019-03-28";27.83;3.34;E;USD;"005"
"004";FALSO;FALSO;"0004845";"0000127560";"0001032";"2019-03-28";21.74;2.61;E;USD;"010"
"003";FALSO;FALSO;"0004845";"0000127658";"0000422";"2019-03-29";7.14;0.86;E;USD;"010"
"004";FALSO;FALSO;"0004845";"0000128300";"0001284";"2019-04-05";25.24;3.03;E;USD;"005"
"004";FALSO;FALSO;"0004845";"0000128301";"0001285";"2019-04-05";25.05;3.01;E;USD;"009"
"004";FALSO;FALSO;"0004845";"0000128302";"0001286";"2019-04-05";13.21;1.59;E;USD;"009"
"004";FALSO;FALSO;"0004845";"0000130101";"0001969";"2019-04-26";28.26;3.39;E;USD;"011"
"004";FALSO;FALSO;"0004845";"0000130102";"0001970";"2019-04-26";1.70;0.20;E;USD;"011"
"004";FALSO;FALSO;"0004847";"0000128633";"0001409";"2019-04-09";12.49;1.50;E;USD;"009"
"004";FALSO;FALSO;"0004847";"0000128868";"0001495";"2019-04-11";5.46;0.66;E;USD;"009"
"004";FALSO;FALSO;"0004849";"0000128819";"0001479";"2019-04-11";4.67;0.56;E;USD;"009"
"004";FALSO;FALSO;"0004849";"0000129847";"0001871";"2019-04-24";2.37;0.28;E;USD;"011"
"004";FALSO;FALSO;"0004858";"0000127958";"0001158";"2019-04-02";21.83;2.62;E;USD;"005"
"004";FALSO;FALSO;"0004862";"0000127020";"0000853";"2019-03-22";33.94;4.07;E;USD;"005"
"004";FALSO;FALSO;"0004868";"0000128162";"0001240";"2019-04-04";6.17;0.74;E;USD;"005"
"003";FALSO;FALSO;"0004877";"0000124590";"0000013";"2019-02-18";16.90;2.03;E;USD;"010"
"004";FALSO;FALSO;"0004880";"0000126936";"0000823";"2019-03-21";2.20;0.26;E;USD;"009"
"003";FALSO;FALSO;"0004881";"0000126307";"0000246";"2019-03-13";33.47;3.91;E;USD;"010"
"004";FALSO;FALSO;"0004881";"0000129678";"0001798";"2019-04-22";31.21;3.64;E;USD;"005"
"004";FALSO;FALSO;"0004887";"0000124679";"0000078";"2019-02-19";3.77;0.45;E;USD;"005"
"004";FALSO;FALSO;"0004887";"0000130104";"0001972";"2019-04-26";2.10;0.25;E;USD;"009"
"004";FALSO;FALSO;"0004888";"0000124654";"0000067";"2019-02-19";19.66;2.36;E;USD;"005"
"003";FALSO;VERDADERO;"0004888";"0000125419";"0000134";"2019-02-28";471.45;56.57;C;USD;"010"
"004";FALSO;FALSO;"0004890";"0000125897";"0000483";"2019-03-08";7.77;0.93;E;USD;"011"
"003";FALSO;FALSO;"0004890";"0000126420";"0000264";"2019-03-14";3.32;0.40;E;USD;"009"
"004";FALSO;FALSO;"0004890";"0000127986";"0001169";"2019-04-02";10.36;1.24;E;USD;"005"
"004";FALSO;FALSO;"0004890";"0000128545";"0001375";"2019-04-08";13.66;1.64;E;USD;"005"
"004";FALSO;FALSO;"0004893";"0000129101";"0001600";"2019-04-13";22.81;2.74;E;USD;"005"
"004";FALSO;FALSO;"0004897";"0000125687";"0000397";"2019-03-06";35.71;4.29;E;USD;"011"
"003";FALSO;FALSO;"0004898";"0000129230";"0000532";"2019-04-16";125.00;15.00;E;USD;"010"
"003";FALSO;FALSO;"0004904";"0000124988";"0000077";"2019-02-22";17.32;2.08;E;USD;"010"
"004";FALSO;FALSO;"0004904";"0000126891";"0000809";"2019-03-20";73.57;8.83;E;USD;"010"
"004";VERDADERO;FALSO;"0004904";"0000126892";"0000810";"2019-03-20";29.55;3.55;E;USD;"010"
"004";FALSO;FALSO;"0004904";"0000128209";"0001256";"2019-04-04";44.02;5.28;E;USD;"010"
"004";FALSO;FALSO;"0004904";"0000128874";"0001499";"2019-04-11";62.50;7.50;E;USD;"009"
"003";FALSO;FALSO;"0004904";"0000129517";"0000556";"2019-04-18";16.79;2.01;E;USD;"010"
"004";FALSO;FALSO;"0004905";"0000125610";"0000375";"2019-03-06";34.29;4.11;E;USD;"011"
"004";FALSO;FALSO;"0004905";"0000126729";"0000753";"2019-03-19";2.32;0.28;E;USD;"009"
"003";FALSO;FALSO;"0004905";"0000126992";"0000342";"2019-03-21";49.69;5.96;E;USD;"010"
"004";FALSO;FALSO;"0004905";"0000129726";"0001816";"2019-04-23";4.29;0.51;E;USD;"005"
"004";FALSO;FALSO;"0004910";"0000125379";"0000307";"2019-02-28";5.58;0.67;E;USD;"009"
"004";FALSO;FALSO;"0004910";"0000127577";"0001041";"2019-03-28";11.16;1.34;E;USD;"005"
"004";FALSO;FALSO;"0004910";"0000129358";"0001675";"2019-04-17";5.58;0.67;E;USD;"011"
"004";FALSO;FALSO;"0004912";"0000128292";"0001280";"2019-04-05";4.78;0.57;E;USD;"005"
"004";FALSO;FALSO;"0004912";"0000129196";"0001626";"2019-04-15";14.60;1.75;E;USD;"005"
"004";FALSO;FALSO;"0004912";"0000130375";"0002074";"2019-04-30";11.56;1.39;E;USD;"005"
"004";FALSO;FALSO;"0004912";"0000130376";"0002075";"2019-04-30";16.18;1.94;E;USD;"011"
"004";FALSO;FALSO;"0004914";"0000124595";"0000040";"2019-02-18";40.19;4.82;E;USD;"009"
"004";FALSO;FALSO;"0004914";"0000125141";"0000253";"2019-02-25";36.26;4.35;E;USD;"010"
"004";FALSO;FALSO;"0004914";"0000128564";"0001384";"2019-04-08";78.05;9.37;E;USD;"005"
"004";FALSO;FALSO;"0004915";"0000125019";"0000208";"2019-02-23";27.68;3.32;E;USD;"005"
"003";FALSO;FALSO;"0004915";"0000125022";"0000080";"2019-02-23";16.43;1.97;E;USD;"010"
"004";FALSO;FALSO;"0004922";"0000124651";"0000066";"2019-02-19";5.76;0.69;E;USD;"005"
"004";FALSO;FALSO;"0004923";"0000124897";"0000163";"2019-02-21";2.37;0.28;E;USD;"009"
"004";FALSO;FALSO;"0004923";"0000125079";"0000227";"2019-02-25";8.12;0.97;E;USD;"005"
"004";FALSO;FALSO;"0004923";"0000129145";"0001611";"2019-04-15";6.83;0.82;E;USD;"009"
"003";FALSO;FALSO;"0004936";"0000125007";"0000079";"2019-02-22";15.42;1.85;E;USD;"010"
"003";FALSO;FALSO;"0004936";"0000125224";"0000103";"2019-02-26";35.80;4.30;E;USD;"010"
"004";FALSO;FALSO;"0004936";"0000125226";"0000284";"2019-02-26";24.11;2.89;E;USD;"005"
"004";FALSO;FALSO;"0004936";"0000125898";"0000484";"2019-03-08";16.74;2.01;E;USD;"011"
"004";FALSO;FALSO;"0004944";"0000125196";"0000277";"2019-02-26";19.60;2.35;E;USD;"005"
"003";FALSO;FALSO;"0004944";"0000126155";"0000213";"2019-03-12";6.75;0.81;E;USD;"010"
"004";FALSO;FALSO;"0004944";"0000126162";"0000571";"2019-03-12";4.92;0.59;E;USD;"005"
"003";FALSO;FALSO;"0004944";"0000128741";"0000504";"2019-04-10";4.92;0.59;E;USD;"010"
"003";FALSO;FALSO;"0004944";"0000128746";"0000506";"2019-04-10";4.46;0.54;E;USD;"010"
"004";FALSO;FALSO;"0004945";"0000125000";"0000203";"2019-02-22";10.40;1.25;E;USD;"009"
"004";FALSO;FALSO;"0004945";"0000125003";"0000206";"2019-02-22";2.87;0.34;E;USD;"009"
"003";FALSO;FALSO;"0004946";"0000126060";"0000196";"2019-03-11";12.59;1.51;E;USD;"009"
"003";FALSO;FALSO;"0004946";"0000127552";"0000410";"2019-03-28";40.85;4.90;E;USD;"010"
"004";FALSO;FALSO;"0004946";"0000128788";"0001472";"2019-04-10";56.16;6.74;E;USD;"009"
"004";FALSO;FALSO;"0004949";"0000128420";"0001326";"2019-04-06";14.73;1.77;E;USD;"009"
"004";FALSO;VERDADERO;"0004952";"0000126993";"0000847";"2019-03-21";11.49;1.38;C;USD;"009"
"003";FALSO;FALSO;"0004952";"0000126995";"0000343";"2019-03-21";5.70;0.00;E;USD;"010"
"003";FALSO;FALSO;"0004952";"0000126996";"0000344";"2019-03-21";5.13;0.62;E;USD;"010"
"004";FALSO;FALSO;"0004962";"0000125752";"0000421";"2019-03-07";7.32;0.88;E;USD;"005"
"003";FALSO;FALSO;"0004968";"0000125549";"0000148";"2019-03-02";6.25;0.75;E;USD;"010"
"003";FALSO;FALSO;"0004968";"0000128609";"0000502";"2019-04-09";4.69;0.56;E;USD;"010"
"003";FALSO;FALSO;"0004975";"0000124890";"0000061";"2019-02-21";4.11;0.49;E;USD;"010"
"004";FALSO;FALSO;"0004975";"0000124958";"0000190";"2019-02-22";6.43;0.77;E;USD;"009"
"004";FALSO;FALSO;"0004975";"0000124960";"0000191";"2019-02-22";9.32;1.12;E;USD;"009"
"004";FALSO;FALSO;"0004977";"0000129075";"0001596";"2019-04-13";9.82;1.18;E;USD;"005"
"004";FALSO;FALSO;"0004985";"0000124644";"0000064";"2019-02-19";4.82;0.58;E;USD;"005"
"004";FALSO;FALSO;"0004985";"0000124912";"0000169";"2019-02-22";5.04;0.60;E;USD;"005"
"004";FALSO;FALSO;"0004985";"0000129246";"0001643";"2019-04-16";15.80;1.90;E;USD;"011"
"003";FALSO;FALSO;"0004990";"0000127950";"0000449";"2019-04-02";17.19;2.06;E;USD;"009"
"004";FALSO;FALSO;"0004990";"0000130150";"0001984";"2019-04-26";31.25;3.75;E;USD;"009"
"004";FALSO;FALSO;"0004996";"0000125815";"0000449";"2019-03-08";17.79;2.13;E;USD;"011"
"004";FALSO;VERDADERO;"0005003";"0000124592";"0000038";"2019-02-18";19.10;2.29;C;USD;"009"
"004";FALSO;FALSO;"0005003";"0000124593";"0000039";"2019-02-18";9.07;0.90;E;USD;"009"
"004";FALSO;FALSO;"0005003";"0000125630";"0000380";"2019-03-06";16.25;1.95;E;USD;"011"
"004";FALSO;FALSO;"0005003";"0000126180";"0000576";"2019-03-12";15.76;1.89;E;USD;"005"
"004";FALSO;FALSO;"0005003";"0000127101";"0000885";"2019-03-22";5.56;0.67;E;USD;"009"
"004";FALSO;FALSO;"0005003";"0000127102";"0000886";"2019-03-22";4.36;0.52;E;USD;"009"
"004";FALSO;FALSO;"0005003";"0000127908";"0001142";"2019-04-01";18.12;2.17;E;USD;"010"
"004";FALSO;FALSO;"0005012";"0000126543";"0000693";"2019-03-16";7.77;0.93;E;USD;"005"
"003";FALSO;FALSO;"0005017";"0000127600";"0000416";"2019-03-28";35.49;4.26;E;USD;"010"
"003";FALSO;FALSO;"0005028";"0000128512";"0000496";"2019-04-08";4.73;0.57;E;USD;"010"
"003";FALSO;FALSO;"0005029";"0000126650";"0000300";"2019-03-18";2.37;0.28;E;USD;"010"
"003";FALSO;FALSO;"0005030";"0000126755";"0000314";"2019-03-19";14.14;1.70;E;USD;"010"
"004";FALSO;FALSO;"0005031";"0000127263";"0000939";"2019-03-25";52.33;6.28;E;USD;"005"
"004";FALSO;FALSO;"0005032";"0000125598";"0000369";"2019-03-06";48.22;5.79;E;USD;"005"
"004";FALSO;FALSO;"0005032";"0000129935";"0001903";"2019-04-25";45.54;5.46;E;USD;"011"
"004";FALSO;FALSO;"0005033";"0000124753";"0000103";"2019-02-20";4.07;0.49;E;USD;"010"
"004";FALSO;FALSO;"0005035";"0000129782";"0001842";"2019-04-23";17.81;2.14;E;USD;"005"
"003";FALSO;FALSO;"0005038";"0000127454";"0000402";"2019-03-27";39.75;4.77;E;USD;"009"
"004";FALSO;FALSO;"0005044";"0000126698";"0000741";"2019-03-18";16.07;1.93;E;USD;"009"
"004";FALSO;FALSO;"0005047";"0000126734";"0000755";"2019-03-19";6.74;0.81;E;USD;"009"
"003";FALSO;FALSO;"0005048";"0000126857";"0000323";"2019-03-20";17.19;2.06;E;USD;"010"
"004";FALSO;FALSO;"0005050";"0000124738";"0000096";"2019-02-20";43.07;5.17;E;USD;"005"
"004";FALSO;FALSO;"0005052";"0000124747";"0000100";"2019-02-20";32.15;3.86;E;USD;"005"
"004";VERDADERO;FALSO;"0005052";"0000126403";"0000647";"2019-03-14";31.88;3.83;E;USD;"005"
